id,version_number,total_versions,version_date,status,study_start_date,completion_date,completion_date_type,criteria,primary_outcomes,secondary_outcomes,other_outcomes,first_reg_date,final_status
NCT01225380,7,14,2011-04-08,Recruiting,2010-10-01,2012-09-01,Anticipated,"[""Inclusion Criteria:\n\nAdult subjects 18 to 70 years of age\nChronic HCV infection for at least 6 months prior to Baseline (Day 1)\nLiver biopsy results (performed no more than 2 years prior to Screening) indicating the absence of cirrhosis\nMonoinfection with HCV genotype 1a or 1b\nHCV treatment-naïve\nBody mass index (BMI) between 18 and 36 kg/m2\nCreatinine clearance >/= 50 mL/min\nSubject agrees to use highly effective contraception methods if female of childbearing potential or sexually active male.\nScreening laboratory values within defined thresholds for ALT, AST, leukopenia, neutropenia, anemia, thrombocytopenia, thyroid stimulating hormone (TSH), potassium, magnesium\n\nExclusion Criteria:\n\nAutoimmune disease\nDecompensated liver disease or cirrhosis\nPoorly controlled diabetes mellitus\nSevere psychiatric illness\nSevere chronic obstructive pulmonary disease (COPD)\nSerological evidence of co-infection with human immunodeficiency virus (HIV), hepatitis B virus (HBV), or another HCV genotype\nSuspicion of hepatocellular carcinoma or other malignancy (with exception of certain skin cancers)\nHistory of hemoglobinopathy\nKnown retinal disease\nSubjects who are immunosuppressed\nSubjects with known, current use of amphetamines, cocaine, opiates (i.e., morphine, heroin), methadone, or ongoing alcohol abuse\nSubjects who are on or are expected to be on a potent cytochrome P450 (CYP) 3A4 or Pgp inhibitor, or a QT prolonging medication within 2 weeks of Baseline (Day 1) or during the study\nSubjects must have no history of clinically significant cardiac disease, including a family history of Long QT syndrome, and no relevant electrocardiogram (ECG) abnormalities at screening""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Sustained virologic response (SVR) defined as undetectable HCV RNA 24 weeks after treatment cessation\n[ Time Frame: 24 weeks of off-treatment follow-up ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability of therapy as measured by frequency of laboratory abnormalities, reported adverse events, and discontinuations due to adverse events\n[ Time Frame: Through up to 48 weeks treatment period and 24 weeks of off-treatment follow-up ]""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Emergence of viral resistance following initiation of therapy with GS-9190 and GS-9256\n[ Time Frame: Through up to 48 weeks treatment period, 24 weeks of off-treatment follow-up, and up to 48 weeks of follow-up in the Resistance Registry Substudy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Viral dynamics and steady state pharmacokinetics of GS-9190 and GS-9256 when administered in combination with PEG and RBV; measured by HCV RNA levels and plasma concentrations of GS-9190 and GS-9256 over time\n[ Time Frame: Through Week 4 of therapy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Long-term assessment of plasma HCV RNA in subjects who achieve SVR\n[ Time Frame: 36 months following Week 72 ]\n\nPlasma HCV RNA will be measured at approximately 6, 12, 24, and 36 months after Week 72.""}]",[],2010-10-19,Completed
NCT01225380,8,14,2011-05-17,"Active, not recruiting",2010-10-01,2012-09-01,Anticipated,"[""Inclusion Criteria:\n\nAdult subjects 18 to 70 years of age\nChronic HCV infection for at least 6 months prior to Baseline (Day 1)\nLiver biopsy results (performed no more than 2 years prior to Screening) indicating the absence of cirrhosis\nMonoinfection with HCV genotype 1a or 1b\nHCV treatment-naïve\nBody mass index (BMI) between 18 and 36 kg/m2\nCreatinine clearance >/= 50 mL/min\nSubject agrees to use highly effective contraception methods if female of childbearing potential or sexually active male.\nScreening laboratory values within defined thresholds for ALT, AST, leukopenia, neutropenia, anemia, thrombocytopenia, thyroid stimulating hormone (TSH), potassium, magnesium\n\nExclusion Criteria:\n\nAutoimmune disease\nDecompensated liver disease or cirrhosis\nPoorly controlled diabetes mellitus\nSevere psychiatric illness\nSevere chronic obstructive pulmonary disease (COPD)\nSerological evidence of co-infection with human immunodeficiency virus (HIV), hepatitis B virus (HBV), or another HCV genotype\nSuspicion of hepatocellular carcinoma or other malignancy (with exception of certain skin cancers)\nHistory of hemoglobinopathy\nKnown retinal disease\nSubjects who are immunosuppressed\nSubjects with known, current use of amphetamines, cocaine, opiates (i.e., morphine, heroin), methadone, or ongoing alcohol abuse\nSubjects who are on or are expected to be on a potent cytochrome P450 (CYP) 3A4 or Pgp inhibitor, or a QT prolonging medication within 2 weeks of Baseline (Day 1) or during the study\nSubjects must have no history of clinically significant cardiac disease, including a family history of Long QT syndrome, and no relevant electrocardiogram (ECG) abnormalities at screening""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Sustained virologic response (SVR) defined as undetectable HCV RNA 24 weeks after treatment cessation\n[ Time Frame: 24 weeks of off-treatment follow-up ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability of therapy as measured by frequency of laboratory abnormalities, reported adverse events, and discontinuations due to adverse events\n[ Time Frame: Through up to 48 weeks treatment period and 24 weeks of off-treatment follow-up ]""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Emergence of viral resistance following initiation of therapy with GS-9190 and GS-9256\n[ Time Frame: Through up to 48 weeks treatment period, 24 weeks of off-treatment follow-up, and up to 48 weeks of follow-up in the Resistance Registry Substudy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Viral dynamics and steady state pharmacokinetics of GS-9190 and GS-9256 when administered in combination with PEG and RBV; measured by HCV RNA levels and plasma concentrations of GS-9190 and GS-9256 over time\n[ Time Frame: Through Week 4 of therapy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Long-term assessment of plasma HCV RNA in subjects who achieve SVR\n[ Time Frame: 36 months following Week 72 ]\n\nPlasma HCV RNA will be measured at approximately 6, 12, 24, and 36 months after Week 72.""}]",[],2010-10-19,Completed
NCT01225380,9,14,2011-08-18,"Active, not recruiting",2010-10-01,2012-09-01,Anticipated,"[""Inclusion Criteria:\n\nAdult subjects 18 to 70 years of age\nChronic HCV infection for at least 6 months prior to Baseline (Day 1)\nLiver biopsy results (performed no more than 2 years prior to Screening) indicating the absence of cirrhosis\nMonoinfection with HCV genotype 1a or 1b\nHCV treatment-naïve\nBody mass index (BMI) between 18 and 36 kg/m2\nCreatinine clearance >/= 50 mL/min\nSubject agrees to use highly effective contraception methods if female of childbearing potential or sexually active male.\nScreening laboratory values within defined thresholds for ALT, AST, leukopenia, neutropenia, anemia, thrombocytopenia, thyroid stimulating hormone (TSH), potassium, magnesium\n\nExclusion Criteria:\n\nAutoimmune disease\nDecompensated liver disease or cirrhosis\nPoorly controlled diabetes mellitus\nSevere psychiatric illness\nSevere chronic obstructive pulmonary disease (COPD)\nSerological evidence of co-infection with human immunodeficiency virus (HIV), hepatitis B virus (HBV), or another HCV genotype\nSuspicion of hepatocellular carcinoma or other malignancy (with exception of certain skin cancers)\nHistory of hemoglobinopathy\nKnown retinal disease\nSubjects who are immunosuppressed\nSubjects with known, current use of amphetamines, cocaine, opiates (i.e., morphine, heroin), methadone, or ongoing alcohol abuse\nSubjects who are on or are expected to be on a potent cytochrome P450 (CYP) 3A4 or Pgp inhibitor, or a QT prolonging medication within 2 weeks of Baseline (Day 1) or during the study\nSubjects must have no history of clinically significant cardiac disease, including a family history of Long QT syndrome, and no relevant electrocardiogram (ECG) abnormalities at screening""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Sustained virologic response (SVR) defined as undetectable HCV RNA 24 weeks after treatment cessation\n[ Time Frame: 24 weeks of off-treatment follow-up ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability of therapy as measured by frequency of laboratory abnormalities, reported adverse events, and discontinuations due to adverse events\n[ Time Frame: Through up to 48 weeks treatment period and 24 weeks of off-treatment follow-up ]""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Emergence of viral resistance following initiation of therapy with GS-9190 and GS-9256\n[ Time Frame: Through up to 48 weeks treatment period, 24 weeks of off-treatment follow-up, and up to 48 weeks of follow-up in the Resistance Registry Substudy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Viral dynamics and steady state pharmacokinetics of GS-9190 and GS-9256 when administered in combination with PEG and RBV; measured by HCV RNA levels and plasma concentrations of GS-9190 and GS-9256 over time\n[ Time Frame: Through Week 4 of therapy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Long-term assessment of plasma HCV RNA in subjects who achieve SVR\n[ Time Frame: 36 months following Week 72 ]\n\nPlasma HCV RNA will be measured at approximately 6, 12, 24, and 36 months after Week 72.""}]",[],2010-10-19,Completed
NCT01225380,10,14,2011-11-07,"Active, not recruiting",2010-10-01,2012-09-01,Anticipated,"[""Inclusion Criteria:\n\nAdult subjects 18 to 70 years of age\nChronic HCV infection for at least 6 months prior to Baseline (Day 1)\nLiver biopsy results (performed no more than 2 years prior to Screening) indicating the absence of cirrhosis\nMonoinfection with HCV genotype 1a or 1b\nHCV treatment-naïve\nBody mass index (BMI) between 18 and 36 kg/m2\nCreatinine clearance >/= 50 mL/min\nSubject agrees to use highly effective contraception methods if female of childbearing potential or sexually active male.\nScreening laboratory values within defined thresholds for ALT, AST, leukopenia, neutropenia, anemia, thrombocytopenia, thyroid stimulating hormone (TSH), potassium, magnesium\n\nExclusion Criteria:\n\nAutoimmune disease\nDecompensated liver disease or cirrhosis\nPoorly controlled diabetes mellitus\nSevere psychiatric illness\nSevere chronic obstructive pulmonary disease (COPD)\nSerological evidence of co-infection with human immunodeficiency virus (HIV), hepatitis B virus (HBV), or another HCV genotype\nSuspicion of hepatocellular carcinoma or other malignancy (with exception of certain skin cancers)\nHistory of hemoglobinopathy\nKnown retinal disease\nSubjects who are immunosuppressed\nSubjects with known, current use of amphetamines, cocaine, opiates (i.e., morphine, heroin), methadone, or ongoing alcohol abuse\nSubjects who are on or are expected to be on a potent cytochrome P450 (CYP) 3A4 or Pgp inhibitor, or a QT prolonging medication within 2 weeks of Baseline (Day 1) or during the study\nSubjects must have no history of clinically significant cardiac disease, including a family history of Long QT syndrome, and no relevant electrocardiogram (ECG) abnormalities at screening""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Sustained virologic response (SVR) defined as undetectable HCV RNA 24 weeks after treatment cessation\n[ Time Frame: 24 weeks of off-treatment follow-up ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability of therapy as measured by frequency of laboratory abnormalities, reported adverse events, and discontinuations due to adverse events\n[ Time Frame: Through up to 48 weeks treatment period and 24 weeks of off-treatment follow-up ]""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Emergence of viral resistance following initiation of therapy with GS-9190 and GS-9256\n[ Time Frame: Through up to 48 weeks treatment period, 24 weeks of off-treatment follow-up, and up to 48 weeks of follow-up in the Resistance Registry Substudy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Viral dynamics and steady state pharmacokinetics of GS-9190 and GS-9256 when administered in combination with PEG and RBV; measured by HCV RNA levels and plasma concentrations of GS-9190 and GS-9256 over time\n[ Time Frame: Through Week 4 of therapy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Long-term assessment of plasma HCV RNA in subjects who achieve SVR\n[ Time Frame: 36 months following Week 72 ]\n\nPlasma HCV RNA will be measured at approximately 6, 12, 24, and 36 months after Week 72.""}]",[],2010-10-19,Completed
NCT01225380,11,14,2013-03-01,"Active, not recruiting",2010-10-01,2013-01-01,Actual,"[""Inclusion Criteria:\n\nAdult subjects 18 to 70 years of age\nChronic HCV infection for at least 6 months prior to Baseline (Day 1)\nLiver biopsy results (performed no more than 2 years prior to Screening) indicating the absence of cirrhosis\nMonoinfection with HCV genotype 1a or 1b\nHCV treatment-naïve\nBody mass index (BMI) between 18 and 36 kg/m2\nCreatinine clearance >/= 50 mL/min\nSubject agrees to use highly effective contraception methods if female of childbearing potential or sexually active male.\nScreening laboratory values within defined thresholds for ALT, AST, leukopenia, neutropenia, anemia, thrombocytopenia, thyroid stimulating hormone (TSH), potassium, magnesium\n\nExclusion Criteria:\n\nAutoimmune disease\nDecompensated liver disease or cirrhosis\nPoorly controlled diabetes mellitus\nSevere psychiatric illness\nSevere chronic obstructive pulmonary disease (COPD)\nSerological evidence of co-infection with human immunodeficiency virus (HIV), hepatitis B virus (HBV), or another HCV genotype\nSuspicion of hepatocellular carcinoma or other malignancy (with exception of certain skin cancers)\nHistory of hemoglobinopathy\nKnown retinal disease\nSubjects who are immunosuppressed\nSubjects with known, current use of amphetamines, cocaine, opiates (i.e., morphine, heroin), methadone, or ongoing alcohol abuse\nSubjects who are on or are expected to be on a potent cytochrome P450 (CYP) 3A4 or Pgp inhibitor, or a QT prolonging medication within 2 weeks of Baseline (Day 1) or during the study\nSubjects must have no history of clinically significant cardiac disease, including a family history of Long QT syndrome, and no relevant electrocardiogram (ECG) abnormalities at screening""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Sustained virologic response (SVR) defined as undetectable HCV RNA 24 weeks after treatment cessation\n[ Time Frame: 24 weeks of off-treatment follow-up ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability of therapy as measured by frequency of laboratory abnormalities, reported adverse events, and discontinuations due to adverse events\n[ Time Frame: Through up to 48 weeks treatment period and 24 weeks of off-treatment follow-up ]""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Emergence of viral resistance following initiation of therapy with GS-9190 and GS-9256\n[ Time Frame: Through up to 48 weeks treatment period, 24 weeks of off-treatment follow-up, and up to 48 weeks of follow-up in the Resistance Registry Substudy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Viral dynamics and steady state pharmacokinetics of GS-9190 and GS-9256 when administered in combination with PEG and RBV; measured by HCV RNA levels and plasma concentrations of GS-9190 and GS-9256 over time\n[ Time Frame: Through Week 4 of therapy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Long-term assessment of plasma HCV RNA in subjects who achieve SVR\n[ Time Frame: 36 months following Week 72 ]\n\nPlasma HCV RNA will be measured at approximately 6, 12, 24, and 36 months after Week 72.""}]",[],2010-10-19,Completed
NCT01225380,12,14,2013-09-11,"Active, not recruiting",2010-10-01,2013-01-01,Actual,"[""Inclusion Criteria:\n\nAdult subjects 18 to 70 years of age\nChronic HCV infection for at least 6 months prior to Baseline (Day 1)\nLiver biopsy results (performed no more than 2 years prior to Screening) indicating the absence of cirrhosis\nMonoinfection with HCV genotype 1a or 1b\nHCV treatment-naïve\nBody mass index (BMI) between 18 and 36 kg/m2\nCreatinine clearance >/= 50 mL/min\nSubject agrees to use highly effective contraception methods if female of childbearing potential or sexually active male.\nScreening laboratory values within defined thresholds for ALT, AST, leukopenia, neutropenia, anemia, thrombocytopenia, thyroid stimulating hormone (TSH), potassium, magnesium\n\nExclusion Criteria:\n\nAutoimmune disease\nDecompensated liver disease or cirrhosis\nPoorly controlled diabetes mellitus\nSevere psychiatric illness\nSevere chronic obstructive pulmonary disease (COPD)\nSerological evidence of co-infection with human immunodeficiency virus (HIV), hepatitis B virus (HBV), or another HCV genotype\nSuspicion of hepatocellular carcinoma or other malignancy (with exception of certain skin cancers)\nHistory of hemoglobinopathy\nKnown retinal disease\nSubjects who are immunosuppressed\nSubjects with known, current use of amphetamines, cocaine, opiates (i.e., morphine, heroin), methadone, or ongoing alcohol abuse\nSubjects who are on or are expected to be on a potent cytochrome P450 (CYP) 3A4 or Pgp inhibitor, or a QT prolonging medication within 2 weeks of Baseline (Day 1) or during the study\nSubjects must have no history of clinically significant cardiac disease, including a family history of Long QT syndrome, and no relevant electrocardiogram (ECG) abnormalities at screening""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Sustained virologic response (SVR) defined as undetectable HCV RNA 24 weeks after treatment cessation\n[ Time Frame: 24 weeks of off-treatment follow-up ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability of therapy as measured by frequency of laboratory abnormalities, reported adverse events, and discontinuations due to adverse events\n[ Time Frame: Through up to 48 weeks treatment period and 24 weeks of off-treatment follow-up ]""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Emergence of viral resistance following initiation of therapy with GS-9190 and GS-9256\n[ Time Frame: Through up to 48 weeks treatment period, 24 weeks of off-treatment follow-up, and up to 48 weeks of follow-up in the Resistance Registry Substudy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Viral dynamics and steady state pharmacokinetics of GS-9190 and GS-9256 when administered in combination with PEG and RBV; measured by HCV RNA levels and plasma concentrations of GS-9190 and GS-9256 over time\n[ Time Frame: Through Week 4 of therapy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Long-term assessment of plasma HCV RNA in subjects who achieve SVR\n[ Time Frame: 36 months following Week 72 ]\n\nPlasma HCV RNA will be measured at approximately 6, 12, 24, and 36 months after Week 72.""}]",[],2010-10-19,Completed
NCT01225380,13,14,2013-10-31,"Active, not recruiting",2010-10-01,2013-01-01,Actual,"[""Inclusion Criteria:\n\nAdult subjects 18 to 70 years of age\nChronic HCV infection for at least 6 months prior to Baseline (Day 1)\nLiver biopsy results (performed no more than 2 years prior to Screening) indicating the absence of cirrhosis\nMonoinfection with HCV genotype 1a or 1b\nHCV treatment-naïve\nBody mass index (BMI) between 18 and 36 kg/m2\nCreatinine clearance >/= 50 mL/min\nSubject agrees to use highly effective contraception methods if female of childbearing potential or sexually active male.\nScreening laboratory values within defined thresholds for ALT, AST, leukopenia, neutropenia, anemia, thrombocytopenia, thyroid stimulating hormone (TSH), potassium, magnesium\n\nExclusion Criteria:\n\nAutoimmune disease\nDecompensated liver disease or cirrhosis\nPoorly controlled diabetes mellitus\nSevere psychiatric illness\nSevere chronic obstructive pulmonary disease (COPD)\nSerological evidence of co-infection with human immunodeficiency virus (HIV), hepatitis B virus (HBV), or another HCV genotype\nSuspicion of hepatocellular carcinoma or other malignancy (with exception of certain skin cancers)\nHistory of hemoglobinopathy\nKnown retinal disease\nSubjects who are immunosuppressed\nSubjects with known, current use of amphetamines, cocaine, opiates (i.e., morphine, heroin), methadone, or ongoing alcohol abuse\nSubjects who are on or are expected to be on a potent cytochrome P450 (CYP) 3A4 or Pgp inhibitor, or a QT prolonging medication within 2 weeks of Baseline (Day 1) or during the study\nSubjects must have no history of clinically significant cardiac disease, including a family history of Long QT syndrome, and no relevant electrocardiogram (ECG) abnormalities at screening""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Sustained virologic response (SVR) defined as undetectable HCV RNA 24 weeks after treatment cessation\n[ Time Frame: 24 weeks of off-treatment follow-up ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability of therapy as measured by frequency of laboratory abnormalities, reported adverse events, and discontinuations due to adverse events\n[ Time Frame: Through up to 48 weeks treatment period and 24 weeks of off-treatment follow-up ]""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Emergence of viral resistance following initiation of therapy with GS-9190 and GS-9256\n[ Time Frame: Through up to 48 weeks treatment period, 24 weeks of off-treatment follow-up, and up to 48 weeks of follow-up in the Resistance Registry Substudy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Viral dynamics and steady state pharmacokinetics of GS-9190 and GS-9256 when administered in combination with PEG and RBV; measured by HCV RNA levels and plasma concentrations of GS-9190 and GS-9256 over time\n[ Time Frame: Through Week 4 of therapy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Long-term assessment of plasma HCV RNA in subjects who achieve SVR\n[ Time Frame: 36 months following Week 72 ]\n\nPlasma HCV RNA will be measured at approximately 6, 12, 24, and 36 months after Week 72.""}]",[],2010-10-19,Completed
NCT01225380,14,14,2013-12-20,Completed,2010-10-01,2013-01-01,Actual,"[""Inclusion Criteria:\n\nAdult subjects 18 to 70 years of age\nChronic HCV infection for at least 6 months prior to Baseline (Day 1)\nLiver biopsy results (performed no more than 2 years prior to Screening) indicating the absence of cirrhosis\nMonoinfection with HCV genotype 1a or 1b\nHCV treatment-naïve\nBody mass index (BMI) between 18 and 36 kg/m2\nCreatinine clearance >/= 50 mL/min\nSubject agrees to use highly effective contraception methods if female of childbearing potential or sexually active male.\nScreening laboratory values within defined thresholds for ALT, AST, leukopenia, neutropenia, anemia, thrombocytopenia, thyroid stimulating hormone (TSH), potassium, magnesium\n\nExclusion Criteria:\n\nAutoimmune disease\nDecompensated liver disease or cirrhosis\nPoorly controlled diabetes mellitus\nSevere psychiatric illness\nSevere chronic obstructive pulmonary disease (COPD)\nSerological evidence of co-infection with human immunodeficiency virus (HIV), hepatitis B virus (HBV), or another HCV genotype\nSuspicion of hepatocellular carcinoma or other malignancy (with exception of certain skin cancers)\nHistory of hemoglobinopathy\nKnown retinal disease\nSubjects who are immunosuppressed\nSubjects with known, current use of amphetamines, cocaine, opiates (i.e., morphine, heroin), methadone, or ongoing alcohol abuse\nSubjects who are on or are expected to be on a potent cytochrome P450 (CYP) 3A4 or Pgp inhibitor, or a QT prolonging medication within 2 weeks of Baseline (Day 1) or during the study\nSubjects must have no history of clinically significant cardiac disease, including a family history of Long QT syndrome, and no relevant electrocardiogram (ECG) abnormalities at screening""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Sustained virologic response (SVR) defined as undetectable HCV RNA 24 weeks after treatment cessation\n[ Time Frame: 24 weeks of off-treatment follow-up ]""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability of therapy as measured by frequency of laboratory abnormalities, reported adverse events, and discontinuations due to adverse events\n[ Time Frame: Through up to 48 weeks treatment period and 24 weeks of off-treatment follow-up ]""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Emergence of viral resistance following initiation of therapy with GS-9190 and GS-9256\n[ Time Frame: Through up to 48 weeks treatment period, 24 weeks of off-treatment follow-up, and up to 48 weeks of follow-up in the Resistance Registry Substudy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Viral dynamics and steady state pharmacokinetics of GS-9190 and GS-9256 when administered in combination with PEG and RBV; measured by HCV RNA levels and plasma concentrations of GS-9190 and GS-9256 over time\n[ Time Frame: Through Week 4 of therapy ]""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Long-term assessment of plasma HCV RNA in subjects who achieve SVR\n[ Time Frame: 36 months following Week 72 ]\n\nPlasma HCV RNA will be measured at approximately 6, 12, 24, and 36 months after Week 72.""}]",[],2010-10-19,Completed
NCT01049607,1,3,2010-01-13,Recruiting,2010-01-01,2011-10-01,Anticipated,"[""Inclusion Criteria:\n\nPatients scheduled for elective hepatic resection\nStapler hepatectomy and clamp-crushing feasible based on preoperative imaging\nAge equal or greater than 18 years\nInformed consent\n\nExclusion Criteria:\n\nParticipation in concurrent intervention trials\nExpected lack of compliance\nImpaired mental state or language problems""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Intraoperative blood loss\n[ Time Frame: 2.5 hours ]""}]",[],[],2010-01-13,Completed
NCT01049607,2,3,2011-09-29,Recruiting,2010-01-01,2011-10-01,Anticipated,"[""Inclusion Criteria:\n\nPatients scheduled for elective hepatic resection\nStapler hepatectomy and clamp-crushing feasible based on preoperative imaging\nAge equal or greater than 18 years\nInformed consent\n\nExclusion Criteria:\n\nParticipation in concurrent intervention trials\nExpected lack of compliance\nImpaired mental state or language problems""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Intraoperative blood loss\n[ Time Frame: 2.5 hours ]""}]",[],[],2010-01-13,Completed
NCT01049607,3,3,2013-05-16,Completed,2010-01-01,2011-10-01,Actual,"[""Inclusion Criteria:\n\nPatients scheduled for elective hepatic resection\nStapler hepatectomy and clamp-crushing feasible based on preoperative imaging\nAge equal or greater than 18 years\nInformed consent\n\nExclusion Criteria:\n\nParticipation in concurrent intervention trials\nExpected lack of compliance\nImpaired mental state or language problems""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Intraoperative blood loss\n[ Time Frame: 2.5 hours ]""}]",[],[],2010-01-13,Completed
NCT01486329,1,6,2011-12-05,Not yet recruiting,2011-12-01,2012-12-01,Anticipated,"[""Inclusion Criteria:\n\nWritten informed consent, signed and dated\nLocally advanced, inoperable and stage IV pancreatic cancer patients according to UICC based on diagnostic imaging using computer-tomography (CT) or histological examinations\nMale or post-menopausal female\nAge above or equal to 18 years\nChemotherapy naïve within 60 days before screening visit except gemcitabine treatment\nKarnovsky index >70\nLife expectancy >3 months\nAdequate renal, hepatic, and bone marrow function\nAbsolute neutrophil count >1500/µL\nHemoglobin >10 g/dL\nPlatelets >75000/µL\nProthrombin time and international normalized ratio (INR) <1.5 times upper limit of normal (ULN) (except under anticoagulant treatment)\nAspartate aminotransferase <4 times ULN\nAlanine aminotransferase <4 times ULN\nTotal bilirubin <3 times ULN\nCreatinine clearance estimated according to Cockcroft-Gault >30 mL/min\nProteinuria <1 g protein on 24 h urine collection\n\nExclusion Criteria:\n\nState after pancreas resection (complete or partial)\nResectable disease\nDrug trial participation within 60 days before screening visit\nOther previous or current malignancy except basal or squamous cell skin cancer, in situ cervical cancer, or any other cancer from which the patient has been disease-free for <2 years\nPrior vaccination with Ty21a\nCardiovascular disease defined as:\nUncontrolled hypertension (systolic blood pressure >160 mmHg or diastolic blood pressure >100 mmHg)\nArterial thromboembolic event within 6 months before randomization including:\nMyocardial infarction\nUnstable angina pectoris\nCerebrovascular accident\nTransient ischemic attack\nCongestive heart failure New York Heart Association grade III to IV\nSerious ventricular arrhythmia requiring medication\nClinically significant peripheral artery disease > grade 2b according to Fontaine\nHemoptysis within 6 months before randomization\nEsophageal varices\nUpper or lower gastrointestinal bleeding within 6 months before randomization\nSignificant traumatic injury within 4 weeks before randomization\nNon-healing wound, bone fracture or any history of gastrointestinal ulcers within three years before inclusion, or positive gastroscopy within 3 months before inclusion\nGastrointestinal fistula\nThrombolysis therapy within 4 weeks before randomization\nBowel obstruction within the last 30 days before screening visit\nLiver cirrhosis ≥ grade B according to Child-Pugh Score-Classification\nPresence of any acute or chronic systemic infection\nRadiotherapy within 4 weeks before randomization\nMajor surgical procedures, or open biopsy within 4 weeks before randomization\nFine needle aspiration within 7 days before randomization\nChronic concurrent therapy within 2 weeks before and during the double-blind study period with:\nCorticosteroids (except steroids for adrenal failure) or immunosuppressive agents\nAntibiotics\nBevacizumab\nAny epidermal growth factor receptor inhibitor\nChemotherapy except gemcitabine before Day 10\nMulti-drug resistant gram-negative germ\nPregnancy\nLactation\nInability to comply with study and/or follow-up procedures\nHistory of other disease, metabolic dysfunction, physical examination finding, or clinical laboratory finding giving reasonable suspicion of a disease or condition that contraindicates the use of an investigational drug or that might affect the interpretation of the study results or render the patient at high risk for treatment complications\nWomen of childbearing potential\nAny history of drug hypersensitivity\nAny condition which results in an undue risk for the patient during the study participation according to the investigator""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Safety and tolerability\n[ Time Frame: 38 days ]\n\nNumber of dose-limiting toxicities and maximum tolerated dose""}]","[{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Immune response\n[ Time Frame: Up to 24 months ]\n\nNumber of immune positive patients""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Tumor staging\n[ Time Frame: Up to 24 months ]\n\nTumor staging according to RECIST criteria""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Tumor perfusion\n[ Time Frame: Up to 24 months ]\n\nTumor perfusion determined by DCE-MRI""}]",[],2011-12-05,Completed
