drksid,version_number,total_versions,version_date,recruitment_status,start_date,closing_date,enrolment,enrolment_type,min_age,max_age,gender,inclusion_criteria,exclusion_criteria,primary_outcomes,secondary_outcomes,contacts
DRKS00000666,5,6,2011-10-05,"Recruiting complete, follow-up complete",2011-01-06,2011-05-30,100,Actual,18 Years,90 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. GFR (MDRD formula) < 60 ml/min/1.73 m²\nand/or serum creatinine > 1.4 mg/dl\n2. Elective invasive coronary angiogram\n""]","[""Exclusion Criteria"",""terminal renal failure with need of hemodialyses""]","[""Incidence of contrast medium induced nephropathy, defined as increment of serum-creatinin of 0.5 mg/dl or of at least 25% in 48 hours after contrast medium intake.""]","[""Changes of neutrophil gelatinase-associated lipocalin (NGAL), serum creatinin and cystatine after coronary angiogram.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik III für Innere Medizin Uniklinik Köln"",""telephone"":""+4922147832544"",""fax"":""+4922147832712"",""email"":""fikret.er at uk-koeln.de"",""url"":""http://www.uk-koeln.de"",""name"":""Mr. PD Dr. Fikret Er""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik III für Innere Medizin Uniklinik Köln"",""telephone"":""+4922147832544"",""fax"":""+4922147832712"",""email"":""fikret.er at uk-koeln.de"",""url"":""http://www.uk-koeln.de"",""name"":""Mr. PD Dr. Fikret Er""},{""label"":""Contact for Public Queries"",""affiliation"":""Klinik III für Innere Medizin Uniklinik Köln"",""telephone"":""+4922147832544"",""fax"":""+4922147832712"",""email"":""fikret.er at uk-koeln.de"",""url"":""http://www.uk-koeln.de"",""name"":""Mr. PD Dr. Fikret Er""}]"
DRKS00000666,6,6,2012-07-31,"Recruiting complete, follow-up complete",2011-01-06,2011-05-30,100,Actual,18 Years,90 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. GFR (MDRD formula) < 60 ml/min/1.73 m²\nand/or serum creatinine > 1.4 mg/dl\n2. Elective invasive coronary angiogram\n""]","[""Exclusion Criteria"",""terminal renal failure with need of hemodialyses""]","[""Incidence of contrast medium induced nephropathy, defined as increment of serum-creatinin of 0.5 mg/dl or of at least 25% in 48 hours after contrast medium intake.""]","[""Changes of neutrophil gelatinase-associated lipocalin (NGAL), serum creatinin and cystatine after coronary angiogram.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik III für Innere Medizin Uniklinik Köln"",""telephone"":""+4922147832544"",""fax"":""+4922147832712"",""email"":""fikret.er at uk-koeln.de"",""url"":""http://www.uk-koeln.de"",""name"":""Mr. PD Dr. Fikret Er""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik III für Innere Medizin Uniklinik Köln"",""telephone"":""+4922147832544"",""fax"":""+4922147832712"",""email"":""fikret.er at uk-koeln.de"",""url"":""http://www.uk-koeln.de"",""name"":""Mr. PD Dr. Fikret Er""},{""label"":""Contact for Public Queries"",""affiliation"":""Klinik III für Innere Medizin Uniklinik Köln"",""telephone"":""+4922147832544"",""fax"":""+4922147832712"",""email"":""fikret.er at uk-koeln.de"",""url"":""http://www.uk-koeln.de"",""name"":""Mr. PD Dr. Fikret Er""}]"
DRKS00000671,1,16,2011-03-02,Recruiting ongoing,2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9251"",""fax"":""[---]*"",""email"":""Thomas.Schnell at lvr.de"",""url"":""[---]*"",""name"":""Mr. Dr. Dr. Thomas Schnell""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,2,16,2012-03-29,Recruiting ongoing,2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9251"",""fax"":""[---]*"",""email"":""Thomas.Schnell at lvr.de"",""url"":""[---]*"",""name"":""Mr. Dr. Dr. Thomas Schnell""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,3,16,2012-03-30,Recruiting ongoing,2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9251"",""fax"":""[---]*"",""email"":""Thomas.Schnell at lvr.de"",""url"":""[---]*"",""name"":""Mr. Dr. Dr. Thomas Schnell""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,4,16,2012-04-02,Recruiting ongoing,2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9251"",""fax"":""[---]*"",""email"":""Thomas.Schnell at lvr.de"",""url"":""[---]*"",""name"":""Mr. Dr. Dr. Thomas Schnell""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,5,16,2012-04-10,Recruiting ongoing,2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""0221 478 87113"",""fax"":""0221 478 97543"",""email"":""Joerg.Daumann at uk-koln.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,6,16,2012-10-30,"Recruiting complete, follow-up continuing",2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""0221 478 87113"",""fax"":""0221 478 97543"",""email"":""Joerg.Daumann at uk-koln.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,7,16,2013-05-03,"Recruiting complete, follow-up continuing",2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""0221 478 87113"",""fax"":""0221 478 97543"",""email"":""Joerg.Daumann at uk-koln.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,8,16,2013-05-06,"Recruiting complete, follow-up continuing",2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""0221 478 87113"",""fax"":""0221 478 97543"",""email"":""Joerg.Daumann at uk-koln.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,9,16,2013-05-13,"Recruiting complete, follow-up continuing",2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""0221 478 87113"",""fax"":""0221 478 97543"",""email"":""Joerg.Daumann at uk-koln.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,10,16,2013-05-27,"Recruiting complete, follow-up continuing",2011-01-18,NA,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""0221 478 87113"",""fax"":""0221 478 97543"",""email"":""Joerg.Daumann at uk-koln.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,11,16,2013-12-11,"Recruiting complete, follow-up complete",2011-01-18,2013-07-05,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""0221 478 87113"",""fax"":""0221 478 97543"",""email"":""Joerg.Daumann at uk-koln.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,12,16,2014-09-15,"Recruiting complete, follow-up complete",2011-01-18,2013-07-05,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""0221 478 87113"",""fax"":""0221 478 97543"",""email"":""Joerg.Daumann at uk-koln.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
DRKS00000671,13,16,2015-04-28,"Recruiting complete, follow-up complete",2011-01-18,2013-07-05,122,Actual,18 Years,60 Years,"Both, male and female","[""Additional Inclusion Criteria"",""1. schizophrenic patients\n2. acceptance\n3. majority""]","[""Exclusion Criteria"",""1. no acceptance because of positive symptoms\n2. neuopsychiatric disorders\n3. no acceptance of the study\n""]","[""- change/reduction of drug consumption\n- motivation of change the drug consumption\n\nquesstionaries: criteries of their drugs, motivation of change\n""]","[""- psychosis symptoms\n- Number/duration of inpatient treatment\n- depressive symptoms\n- General health\n- Compliance: Stay in the treatment program (drop-out rates) and especially Medikamteneimnmahme\n- Subjective life satisfaction\n- Amount of general psychosocial functioning level\n- Self-efficacy\n- Self-assessment resources\n- Treatment satisfaction\n\n\nquestionaries:\ndemographic, diagnosis, psychosis, SKID-II, depression (MADRS), compliance, medication (GAF - Global assessment of functioning), Subjective life satisfaction (FLZ), Social control (F-SozU), Self-efficacy (SWE), resources (RES-K), treatment satisfaction (ZUF-8)""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Psychiatrie und Psychotherapie Uniklinik Köln"",""telephone"":""0221 478 87113"",""fax"":""0221 478 97543"",""email"":""Joerg.Daumann at uk-koln.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Jörg Daumann""},{""label"":""Contact for Public Queries"",""affiliation"":""LVR-Klinik Köln Akademisches Lehrkrankenhaus der Universität zu Köln"",""telephone"":""0152 0162 9242"",""fax"":""[---]*"",""email"":""Susanne.Koenig at lvr.de"",""url"":""[---]*"",""name"":""Ms. Susanne König""}]"
